# gyro bias rad/s: -0.07171,0.00946,-0.04665
# t_ms,yaw_deg,pitch_deg,roll_deg,range_mm,ok
2904,0.00,1.76,-3.39,0,0
2911,0.00,3.49,-6.68,0,0
2921,0.00,5.18,-10.00,0,0
2931,0.00,6.84,-13.20,0,0
2941,0.00,8.46,-16.40,0,0
2951,0.00,10.06,-19.59,0,0
2961,0.00,11.61,-22.71,0,0
2971,0.00,13.14,-25.60,0,0
2981,0.00,14.64,-28.49,0,0
2991,0.00,16.11,-31.32,0,0
3001,0.00,17.55,-34.13,0,0
3011,0.00,18.95,-36.86,0,0
3021,0.00,20.33,-39.51,0,0
3031,0.00,21.68,-42.24,0,0
3041,0.00,23.01,-44.82,0,0
3051,0.00,24.30,-47.33,0,0
3061,0.00,25.58,-49.84,0,0
3071,0.00,26.83,-52.27,0,0
3081,0.00,28.05,-54.66,0,0
3091,0.00,29.25,-57.05,0,0
3101,0.00,30.43,-59.41,0,0
3114,0.00,31.58,-61.73,0,0
3121,0.00,32.70,-63.95,0,0
3131,0.00,33.81,-66.13,0,0
3141,0.00,34.90,-68.20,0,0
3151,0.00,35.96,-70.25,0,0
3161,0.00,37.00,-72.33,0,0
3171,0.00,38.02,-74.38,0,0
3181,0.00,39.02,-76.41,0,0
3191,0.00,40.00,-78.34,0,0
3201,0.00,40.96,-80.12,0,0
3211,0.00,41.90,-81.93,0,0
3221,0.00,42.82,-83.84,0,0
3231,0.00,43.73,-85.64,0,0
3241,0.00,44.61,-87.42,0,0
3251,0.00,45.48,-89.15,0,0
3261,0.00,46.33,-90.80,0,0
3271,0.00,47.16,-92.40,0,0
3281,0.00,47.98,-94.02,0,0
3291,0.00,48.78,-95.58,0,0
3301,0.00,49.56,-97.11,0,0
3311,0.00,50.33,-98.63,0,0
3324,0.00,51.08,-100.14,0,0
3331,0.00,51.82,-101.63,0,0
3341,0.00,52.54,-103.03,0,0
3351,0.00,53.25,-104.33,0,0
3361,0.00,53.94,-105.70,0,0
3371,0.00,54.62,-107.02,0,0
3381,0.00,55.29,-108.35,0,0
3391,0.00,55.94,-109.67,0,0
3401,0.00,56.58,-110.97,0,0
3411,0.00,57.22,-112.29,0,0
3421,0.00,57.84,-113.55,0,0
3431,0.00,58.44,-114.72,0,0
3441,0.00,59.04,-115.86,0,0
3451,0.00,59.62,-116.97,0,0
3461,0.00,60.19,-118.10,0,0
3471,0.00,60.74,-119.11,0,0
3481,0.00,61.28,-120.11,0,0
3491,0.00,61.82,-121.06,0,0
3501,0.00,62.35,-122.12,0,0
3511,0.00,62.86,-123.11,0,0
3521,0.00,63.36,-124.13,0,0
3534,0.00,63.86,-125.04,0,0
3541,0.00,64.34,-125.96,0,0
3551,0.00,64.82,-126.90,0,0
3561,0.00,65.29,-127.81,0,0
3571,0.00,65.74,-128.67,0,0
3581,0.00,66.19,-129.52,0,0
3591,0.00,66.62,-130.42,0,0
3601,0.00,67.05,-131.25,0,0
3611,0.00,67.47,-132.04,0,0
3621,0.00,67.88,-132.86,0,0
3631,0.00,68.29,-133.56,0,0
3641,0.00,68.68,-134.46,0,0
3651,0.00,69.07,-135.21,0,0
3661,0.00,69.45,-135.90,0,0
3671,0.00,69.82,-136.57,0,0
3681,0.00,70.19,-137.37,0,0
3691,0.00,70.54,-138.06,0,0
3701,0.00,70.89,-138.72,0,0
3711,0.00,71.23,-139.34,0,0
3721,0.00,71.57,-139.91,0,0
3731,0.00,71.90,-140.47,0,0
3744,0.00,72.22,-141.17,0,0
3751,0.00,72.54,-141.72,0,0
3761,0.00,72.85,-142.33,0,0
3771,0.00,73.15,-142.97,0,0
3781,0.00,73.45,-143.59,0,0
3791,0.00,73.74,-144.09,0,0
3801,0.00,74.02,-144.68,0,0
3811,0.00,74.30,-145.26,0,0
3821,0.00,74.58,-145.78,0,0
3831,0.00,74.84,-146.32,0,0
3841,0.00,75.11,-146.87,0,0
3851,0.00,75.37,-147.47,0,0
3861,0.00,75.62,-148.09,0,0
3871,0.00,75.87,-148.65,0,0
3881,0.00,76.11,-149.12,0,0
3891,0.00,76.35,-149.54,0,0
3901,0.00,76.59,-149.91,0,0
3911,0.00,76.82,-150.33,0,0
3921,0.00,77.05,-150.69,0,0
3931,0.00,77.26,-151.09,0,0
3941,0.00,77.48,-151.46,0,0
3954,0.00,77.69,-151.79,0,0
3961,0.00,77.89,-152.24,0,0
3971,0.00,78.10,-152.61,0,0
3981,0.00,78.29,-153.09,0,0
3991,0.00,78.49,-153.50,0,0
4001,0.00,78.68,-153.87,0,0
4011,0.00,78.86,-154.23,0,0
4021,0.00,79.05,-154.61,0,0
4031,0.00,79.23,-155.10,0,0
4041,0.00,79.41,-155.50,0,0
4051,0.00,79.58,-155.94,0,0
4061,0.00,79.75,-156.24,0,0
4071,0.00,79.92,-156.51,0,0
4081,0.00,80.08,-156.81,0,0
4091,0.00,80.23,-157.19,0,0
4101,0.00,80.39,-157.51,0,0
4111,0.00,80.54,-157.79,0,0
4121,0.00,80.69,-158.03,0,0
4131,0.00,80.84,-158.34,0,0
4141,0.00,80.98,-158.60,0,0
4154,0.00,81.13,-158.90,0,0
4161,0.00,81.26,-159.12,0,0
4171,0.00,81.40,-159.37,0,0
4181,0.00,81.53,-159.72,0,0
4191,0.00,81.66,-159.94,0,0
4201,0.00,81.79,-160.13,0,0
4211,0.00,81.92,-160.36,0,0
4221,0.00,82.04,-160.61,0,0
4231,0.00,82.16,-160.88,0,0
4241,0.00,82.28,-161.12,0,0
4251,0.00,82.39,-161.32,0,0
4261,0.00,82.50,-154.55,0,0
4271,0.00,82.61,-154.94,0,0
4281,0.00,82.72,-155.31,0,0
4291,0.00,82.82,-155.60,0,0
4301,0.00,82.93,-155.90,0,0
4311,0.00,83.03,-156.26,0,0
4321,0.00,83.13,-156.54,0,0
4331,0.00,83.23,-156.95,0,0
4341,0.00,83.32,-157.32,0,0
4351,0.00,83.42,-157.58,0,0
4364,0.00,83.51,-157.80,0,0
4371,0.00,83.60,-158.04,0,0
4381,0.00,83.69,-158.33,0,0
4391,0.00,83.78,-158.65,0,0
4401,0.00,83.86,-158.94,0,0
4411,0.00,83.94,-159.28,0,0
4421,0.00,84.03,-159.59,0,0
4431,0.00,84.11,-159.87,0,0
4441,0.00,84.19,-160.07,0,0
4451,0.00,84.27,-160.30,0,0
4461,0.00,84.34,-160.56,0,0
4471,0.00,84.41,-160.82,0,0
4481,0.00,84.48,-161.04,0,0
4491,0.00,84.56,-161.32,0,0
4501,0.00,84.62,-161.49,0,0
4511,0.00,84.70,-161.64,0,0
4521,0.00,84.76,-161.88,0,0
4531,0.00,84.82,-162.12,0,0
4541,0.00,84.89,-162.27,0,0
4551,0.00,84.95,-162.45,0,0
4564,0.00,85.02,-162.50,0,0
4571,0.00,85.09,-162.60,0,0
4581,0.00,85.15,-162.83,0,0
4591,0.00,85.21,-163.00,0,0
4601,0.00,85.27,-163.08,0,0
4611,0.00,85.32,-163.19,0,0
4621,0.00,85.37,-163.49,0,0
4631,0.00,85.43,-163.66,0,0
4641,0.00,85.48,-163.80,0,0
4651,0.00,85.53,-164.09,0,0
4661,0.00,85.58,-164.28,0,0
4671,0.00,85.63,-164.49,0,0
4681,0.00,85.68,-164.58,0,0
4691,0.00,85.73,-164.65,0,0
4701,0.00,85.77,-164.73,0,0
4711,0.00,85.82,-164.83,0,0
4721,0.00,85.86,-164.93,0,0
4731,0.00,85.90,-165.04,0,0
4741,0.00,85.95,-165.18,0,0
4751,0.00,85.99,-165.32,0,0
4765,0.00,86.03,-165.45,0,0
4771,0.00,86.08,-165.56,0,0
4781,0.00,86.12,-165.70,0,0
4791,0.00,86.15,-165.81,0,0
4801,0.00,86.19,-165.91,0,0
4811,0.00,86.23,-166.02,0,0
4821,0.00,86.26,-166.08,0,0
4831,0.00,86.30,-166.17,0,0
4841,0.00,86.33,-166.21,0,0
4851,0.00,86.37,-166.37,0,0
4861,0.00,86.40,-166.49,0,0
4871,0.00,86.43,-166.68,0,0
4881,0.00,86.46,-166.83,0,0
4891,0.00,86.49,-166.86,0,0
4901,0.00,86.52,-166.98,0,0
4911,0.00,86.55,-167.11,0,0
4921,0.00,86.58,-167.19,0,0
4931,0.00,86.61,-167.31,0,0
4941,0.00,86.64,-167.45,0,0
4951,0.00,86.66,-167.54,0,0
4961,0.00,86.69,-167.70,0,0
4975,0.00,86.71,-167.82,0,0
4981,0.00,86.74,-167.87,0,0
4991,0.00,86.77,-167.95,0,0
5001,0.00,86.79,-168.06,0,0
5011,0.00,86.82,-168.16,0,0
5021,0.00,86.84,-168.22,0,0
5031,0.00,86.86,-168.31,0,0
5041,0.00,86.89,-168.43,0,0
5051,0.00,86.91,-168.49,0,0
5061,0.00,86.93,-168.51,0,0
5071,0.00,86.94,-168.65,0,0
5081,0.00,86.97,-168.70,0,0
5091,0.00,86.99,-168.74,0,0
5101,0.00,87.02,-168.77,0,0
5111,0.00,87.04,-168.79,0,0
5121,0.00,87.05,-168.85,0,0
5131,0.00,87.07,-168.97,0,0
5141,0.00,87.10,-169.06,0,0
5151,0.00,87.12,-169.03,0,0
5161,0.00,87.14,-169.08,0,0
5175,0.00,87.16,-169.12,0,0
5181,0.00,87.17,-169.19,0,0
5191,0.00,87.19,-169.19,0,0
5201,0.00,87.21,-169.24,0,0
5211,0.00,87.22,-169.23,0,0
5221,0.00,87.24,-169.25,0,0
5231,0.00,87.25,-169.37,0,0
5241,0.00,87.27,-169.47,0,0
5251,0.00,87.29,-169.59,0,0
5261,0.00,87.31,-169.68,0,0
5271,0.00,87.32,-169.74,0,0
5281,0.00,87.34,-169.81,0,0
5291,0.00,87.35,-169.86,0,0
5301,0.00,87.36,-170.03,0,0
5311,0.00,87.38,-170.13,0,0
5321,0.00,87.39,-170.08,0,0
5331,0.00,87.41,-170.17,0,0
5341,0.00,87.42,-170.16,0,0
5351,0.00,87.43,-170.29,0,0
5361,0.00,87.44,-170.24,0,0
5371,0.00,87.45,-170.26,0,0
5385,0.00,87.46,-170.29,0,0
5391,0.00,87.47,-170.32,0,0
5401,0.00,87.48,-170.42,0,0
5411,0.00,87.49,-170.38,0,0
5421,0.00,87.50,-170.43,0,0
5431,0.00,87.51,-170.42,0,0
5441,0.00,87.52,-170.45,0,0
5451,0.00,87.53,-170.49,0,0
5461,0.00,87.54,-170.55,0,0
5471,0.00,87.55,-170.62,0,0
5481,0.00,87.56,-170.67,0,0
5491,0.00,87.57,-170.73,0,0
5501,0.00,87.58,-170.76,0,0
5511,0.00,87.59,-170.85,0,0
5521,0.00,87.60,-170.89,0,0
5531,0.00,87.61,-170.85,0,0
5541,0.00,87.61,-170.88,0,0
5551,0.00,87.62,-170.82,0,0
5561,0.00,87.63,-170.80,0,0
5571,0.00,87.64,-170.89,0,0
5581,0.00,87.65,-170.93,0,0
5595,0.00,87.65,-170.95,0,0
5601,0.00,87.66,-170.98,0,0
5611,0.00,87.67,-171.07,0,0
5621,0.00,87.68,-171.13,0,0
5631,0.00,87.69,-171.22,0,0
5641,0.00,87.70,-171.32,0,0
5651,0.00,87.70,-171.33,0,0
5661,0.00,87.71,-171.35,0,0
5671,0.00,87.72,-171.35,0,0
5681,0.00,87.73,-171.36,0,0
5691,0.00,87.74,-171.35,0,0
5701,0.00,87.74,-171.36,0,0
5711,0.00,87.76,-171.31,0,0
5721,0.00,87.76,-171.27,0,0
5731,0.00,87.77,-171.29,0,0
5741,0.00,87.78,-171.45,0,0
5751,0.00,87.78,-171.44,0,0
5761,0.00,87.79,-171.45,0,0
5771,0.00,87.80,-171.40,0,0
5781,0.00,87.80,-171.36,0,0
5795,0.00,87.81,-171.37,0,0
5801,0.00,87.81,-171.41,0,0
5811,0.00,87.81,-171.31,0,0
5821,0.00,87.82,-171.29,0,0
5831,0.00,87.83,-171.30,0,0
5841,0.00,87.83,-171.34,0,0
5851,0.00,87.83,-171.39,0,0
5861,0.00,87.83,-171.37,0,0
5871,0.00,87.84,-171.41,0,0
5881,0.00,87.84,-171.43,0,0
5891,0.00,87.84,-171.40,0,0
5901,0.00,87.85,-171.42,0,0
5911,0.00,87.85,-171.49,0,0
5921,0.00,87.85,-171.50,0,0
5931,0.00,87.85,-171.52,0,0
5941,0.00,87.86,-171.48,0,0
5951,0.00,87.86,-171.47,0,0
5961,0.00,87.86,-171.57,0,0
5971,0.00,87.87,-171.60,0,0
5981,0.00,87.87,-171.65,0,0
5995,0.00,87.88,-171.60,0,0
6001,0.00,87.88,-171.60,0,0
6011,0.00,87.88,-171.55,0,0
6021,0.00,87.88,-171.57,0,0
6031,0.00,87.88,-171.54,0,0
6041,0.00,87.88,-171.54,0,0
6051,0.00,87.89,-171.63,0,0
6061,0.00,87.89,-171.61,0,0
6071,0.00,87.89,-171.56,0,0
6081,0.00,87.90,-171.50,0,0
6091,0.00,87.90,-171.50,0,0
6101,0.00,87.90,-171.59,0,0
6111,0.00,87.90,-171.60,0,0
6121,0.00,87.91,-171.58,0,0
6131,0.00,87.91,-171.68,0,0
6141,0.00,87.91,-171.69,0,0
6151,0.00,87.91,-171.60,0,0
6161,0.00,87.91,-171.58,0,0
6171,0.00,87.91,-171.62,0,0
6181,0.00,87.91,-171.65,0,0
6195,0.00,87.91,-171.65,0,0
6202,0.00,87.91,-171.62,0,0
6212,0.00,87.92,-171.66,0,0
6221,0.00,87.92,-171.67,0,0
6231,0.00,87.92,-171.65,0,0
6242,0.00,87.93,-171.63,0,0
6252,0.00,87.93,-171.65,0,0
6262,0.00,87.93,-171.72,0,0
6272,0.00,87.93,-171.75,0,0
6282,0.00,87.93,-171.82,0,0
6292,0.00,87.93,-171.83,0,0
6302,0.00,87.93,-171.92,0,0
6312,0.00,87.93,-171.94,0,0
6322,0.00,87.93,-171.97,0,0
6332,0.00,87.93,-172.01,0,0
6342,0.00,87.94,-171.95,0,0
6352,0.00,87.94,-171.94,0,0
6362,0.00,87.94,-171.94,0,0
6372,0.00,87.94,-171.96,0,0
6382,0.00,87.94,-171.88,0,0
6392,0.00,87.94,-171.78,0,0
6405,0.00,87.94,-171.78,0,0
6412,0.00,87.94,-171.83,0,0
6422,0.00,87.94,-171.79,0,0
6432,0.00,87.95,-171.83,0,0
6442,0.00,87.95,-171.78,0,0
6452,0.00,87.95,-171.82,0,0
6462,0.00,87.95,-171.81,0,0
6472,0.00,87.96,-171.77,0,0
6482,0.00,87.96,-171.81,0,0
6492,0.00,87.96,-171.84,0,0
6502,0.00,87.96,-171.92,0,0
6512,0.00,87.97,-171.97,0,0
6522,0.00,87.97,-172.00,0,0
6532,0.00,87.97,-172.02,0,0
6542,0.00,87.97,-172.06,0,0
6552,0.00,87.97,-172.03,0,0
6562,0.00,87.97,-171.88,0,0
6572,0.00,87.98,-171.85,0,0
6582,0.00,87.98,-171.89,0,0
6592,0.00,87.98,-171.92,0,0
6605,0.00,87.98,-171.96,0,0
6612,0.00,87.98,-171.90,0,0
6622,0.00,87.98,-171.86,0,0
6632,0.00,87.98,-171.87,0,0
6642,0.00,87.98,-171.96,0,0
6652,0.00,87.98,-171.94,0,0
6662,0.00,87.98,-172.01,0,0
6672,0.00,87.98,-171.98,0,0
6682,0.00,87.98,-171.95,0,0
6692,0.00,87.98,-172.03,0,0
6702,0.00,87.98,-172.12,0,0
6712,0.00,87.99,-172.15,0,0
6722,0.00,87.99,-172.11,0,0
6732,0.00,87.99,-172.14,0,0
6742,0.00,87.99,-172.07,0,0
6752,0.00,88.00,-172.09,0,0
6762,0.00,88.00,-172.10,0,0
6772,0.00,88.00,-172.15,0,0
6782,0.00,87.99,-172.14,0,0
6792,0.00,87.99,-172.15,0,0
6802,0.00,87.99,-172.16,0,0
6815,0.00,87.99,-172.11,0,0
6822,0.00,87.99,-172.11,0,0
6832,0.00,87.99,-172.12,0,0
6842,0.00,88.00,-172.10,0,0
6852,0.00,87.99,-172.16,0,0
6862,0.00,87.99,-172.15,0,0
6872,0.00,87.99,-172.23,0,0
6882,0.00,87.99,-172.23,0,0
6892,0.00,87.99,-172.24,0,0
6902,0.00,87.99,-172.29,0,0
6912,0.00,87.99,-172.35,0,0
6922,0.00,87.99,-172.34,0,0
6932,0.00,87.99,-172.37,0,0
6942,0.00,87.99,-172.36,0,0
6952,0.00,87.99,-172.36,0,0
6962,0.00,87.99,-172.40,0,0
6972,0.00,87.99,-172.39,0,0
6982,0.00,87.99,-172.41,0,0
6992,0.00,87.99,-172.42,0,0
7002,0.00,87.98,-172.42,0,0
7015,0.00,87.99,-172.44,0,0
7022,0.00,87.99,-172.37,0,0
7032,0.00,87.99,-172.41,0,0
7042,0.00,87.99,-172.41,0,0
7052,0.00,87.99,-172.40,0,0
7062,0.00,87.99,-172.35,0,0
7072,0.00,87.99,-172.41,0,0
7082,0.00,87.99,-172.36,0,0
7092,0.00,87.99,-172.37,0,0
7102,0.00,87.99,-172.45,0,0
7112,0.00,88.00,-172.40,0,0
7122,0.00,88.00,-172.33,0,0
7132,0.00,88.00,-172.27,0,0
7142,0.00,88.00,-172.28,0,0
7152,0.00,88.00,-172.41,0,0
7162,0.00,88.00,-172.41,0,0
7172,0.00,88.00,-172.42,0,0
7182,0.00,88.00,-172.43,0,0
7192,0.00,88.00,-172.42,0,0
7202,0.00,87.99,-172.38,0,0
7215,0.00,87.99,-172.36,0,0
7222,0.00,87.99,-172.39,0,0
7232,0.00,88.00,-172.35,0,0
7242,0.00,88.00,-172.29,0,0
7252,0.00,88.00,-172.27,0,0
7262,0.00,88.00,-172.30,0,0
7272,0.00,88.00,-172.32,0,0
7282,0.00,88.00,-172.31,0,0
7292,0.00,88.00,-172.31,0,0
7302,0.00,88.00,-172.34,0,0
7312,0.00,88.00,-172.34,0,0
7322,0.00,88.00,-172.38,0,0
7332,0.00,88.00,-172.45,0,0
7342,0.00,88.00,-172.44,0,0
7352,0.00,88.00,-172.46,0,0
7362,0.00,88.00,-172.44,0,0
7372,0.00,88.00,-172.36,0,0
7382,0.00,88.00,-172.36,0,0
7392,0.00,88.00,-172.40,0,0
7402,0.00,88.00,-172.33,0,0
7412,0.00,88.00,-172.32,0,0
7425,0.00,88.00,-172.30,0,0
7432,0.00,88.00,-172.32,0,0
7442,0.00,88.01,-172.33,0,0
7452,0.00,88.00,-172.33,0,0
7462,0.00,88.00,-172.38,0,0
7472,0.00,88.01,-172.40,0,0
7482,0.00,88.00,-172.46,0,0
7492,0.00,88.01,-172.41,0,0
7502,0.00,88.01,-172.40,0,0
7512,0.00,88.01,-172.39,0,0
7522,0.00,88.01,-172.42,0,0
7532,0.00,88.01,-172.46,0,0
7542,0.00,88.01,-172.43,0,0
7552,0.00,88.01,-172.42,0,0
7562,0.00,88.01,-172.36,0,0
7572,0.00,88.01,-172.48,0,0
7582,0.00,88.00,-172.44,0,0
7592,0.00,88.00,-172.38,0,0
7602,0.00,88.00,-172.37,0,0
7612,0.00,88.00,-172.38,0,0
7622,0.00,88.00,-172.51,0,0
7635,0.00,88.00,-172.41,0,0
7642,0.00,88.00,-172.46,0,0
7652,0.00,88.00,-172.46,0,0
7662,0.00,88.00,-172.48,0,0
7672,0.00,88.00,-172.46,0,0
7682,0.00,88.00,-172.45,0,0
7692,0.00,88.00,-172.44,0,0
7702,0.00,88.00,-172.51,0,0
7712,0.00,87.99,-172.51,0,0
7722,0.00,88.00,-172.59,0,0
7732,0.00,88.00,-172.54,0,0
7742,0.00,87.99,-172.56,0,0
7752,0.00,87.99,-172.52,0,0
7762,0.00,87.99,-172.57,0,0
7772,0.00,87.99,-172.48,0,0
7782,0.00,87.99,-172.54,0,0
7792,0.00,87.99,-172.60,0,0
7802,0.00,87.99,-172.63,0,0
7812,0.00,87.99,-172.59,0,0
7822,0.00,87.99,-172.60,0,0
7832,0.00,87.99,-172.59,0,0
7845,0.00,87.99,-172.56,0,0
7852,0.00,87.99,-172.50,0,0
7862,0.00,87.99,-172.46,0,0
7872,0.00,87.99,-172.36,0,0
7882,0.00,87.98,-172.27,0,0
7892,0.00,87.98,-172.29,0,0
7902,0.00,87.98,-172.34,0,0
7912,0.00,87.98,-172.42,0,0
7922,0.00,87.97,-172.30,0,0
7932,0.00,87.97,-172.30,0,0
7942,0.00,87.98,-172.25,0,0
7952,0.00,87.98,-172.28,0,0
7962,0.00,87.99,-172.30,0,0
7972,0.00,87.99,-172.32,0,0
7982,0.00,87.99,-172.24,0,0
7992,0.00,88.00,-172.20,0,0
8002,0.00,88.00,-172.19,0,0
8012,0.00,87.99,-172.17,0,0
8022,0.00,88.00,-172.12,0,0
8032,0.00,88.00,-172.15,0,0
8042,0.00,88.01,-172.13,0,0
8055,0.00,88.01,-172.20,0,0
8062,0.00,88.01,-172.28,0,0
8072,0.00,88.02,-172.21,0,0
8082,0.00,88.02,-172.13,0,0
8092,0.00,88.02,-172.21,0,0
8102,0.00,88.03,-172.27,0,0
8112,0.00,88.03,-172.23,0,0
8122,0.00,88.03,-172.22,0,0
8132,0.00,88.03,-172.28,0,0
8142,0.00,88.02,-172.31,0,0
8152,0.00,88.02,-172.24,0,0
8162,0.00,88.00,-172.24,0,0
8172,0.00,87.98,-172.20,0,0
8182,0.00,87.97,-172.26,0,0
8192,0.00,87.96,-172.15,0,0
8202,0.00,87.97,-172.11,0,0
8212,0.00,87.97,-172.13,0,0
8222,0.00,87.97,-172.08,0,0
8232,0.00,87.96,-171.97,0,0
8242,0.00,87.95,-171.95,0,0
8252,0.00,87.96,-172.02,0,0
8265,0.00,87.97,-172.04,0,0
8272,0.00,87.97,-172.09,0,0
8282,0.00,87.97,-172.11,0,0
8292,0.00,87.97,-172.04,0,0
8302,0.00,87.97,-172.03,0,0
8312,0.00,87.96,-172.13,0,0
8322,0.00,87.96,-172.03,0,0
8332,0.00,87.96,-171.97,0,0
8342,0.00,87.96,-171.85,0,0
8352,0.00,87.96,-171.90,0,0
8362,0.00,87.96,-171.90,0,0
8372,0.00,87.94,-171.94,0,0
8382,0.00,87.93,-171.89,0,0
8392,0.00,87.94,-171.82,0,0
8402,0.00,87.96,-171.79,0,0
8412,0.00,87.97,-171.71,0,0
8422,0.00,87.98,-171.69,0,0
8432,0.00,87.99,-171.76,0,0
8442,0.00,88.00,-171.76,0,0
8452,0.00,88.01,-171.72,0,0
8462,0.00,88.01,-171.64,0,0
8475,0.00,88.01,-171.65,0,0
8482,0.00,88.01,-171.73,0,0
8492,0.00,88.02,-171.75,0,0
8502,0.00,88.03,-171.67,0,0
8512,0.00,88.03,-171.62,0,0
8522,0.00,88.04,-171.64,0,0
8532,0.00,88.05,-171.69,0,0
8542,0.00,88.06,-171.66,0,0
8552,0.00,88.06,-171.65,0,0
8562,0.00,88.08,-171.63,0,0
8572,0.00,88.07,-171.66,0,0
8582,0.00,88.07,-171.69,0,0
8592,0.00,88.08,-171.66,0,0
8602,0.00,88.07,-171.68,0,0
8612,0.00,88.06,-171.69,0,0
8622,0.00,88.06,-171.57,0,0
8632,0.00,88.05,-171.56,0,0
8642,0.00,88.04,-171.63,0,0
8652,0.00,88.03,-171.72,0,0
8662,-0.04,88.19,-168.83,0,0
8675,-0.08,88.16,-162.06,0,0
8682,-0.04,88.03,-155.25,0,0
8692,-0.02,87.99,-155.16,0,0
8702,-0.01,87.95,-155.56,0,0
8712,-0.01,87.92,-155.74,0,0
8722,-0.01,87.92,-155.87,0,0
8732,-0.01,87.91,-156.28,0,0
8742,-0.01,87.90,-156.63,0,0
8752,-0.01,87.88,-157.05,0,0
8762,-0.01,87.87,-157.39,0,0
8772,-0.01,87.89,-157.62,0,0
8782,-0.01,87.89,-157.89,0,0
8792,-0.01,87.91,-157.93,0,0
8802,-0.01,87.92,-158.19,0,0
8812,-0.01,87.92,-158.60,0,0
8822,-0.01,87.92,-151.85,0,0
8832,-0.01,87.92,-152.05,0,0
8842,-0.01,87.94,-152.24,0,0
8852,-0.01,87.94,-152.63,0,0
8862,-0.01,87.94,-153.04,0,0
8872,-0.01,87.94,-153.43,0,0
8885,-0.01,87.94,-153.76,0,0
8892,-0.01,87.94,-153.99,0,0
8902,-0.01,87.94,-154.42,0,0
8912,-0.01,87.95,-154.73,0,0
8922,-0.01,87.95,-155.14,0,0
8932,-0.01,87.96,-155.52,0,0
8942,-0.01,87.97,-155.90,0,0
8952,-0.01,87.97,-156.15,0,0
8962,-0.01,87.96,-156.57,0,0
8972,-0.01,87.92,-149.85,0,0
8982,-0.01,87.95,-150.11,0,0
8992,-0.01,87.93,-149.59,0,0
9002,-0.01,87.77,-147.81,0,0
9012,0.01,87.53,-145.87,0,0
9022,0.02,87.40,-143.86,0,0
9032,0.02,87.33,-141.83,0,0
9042,0.01,87.40,-140.03,0,0
9052,0.01,87.46,-139.34,0,0
9062,0.01,87.51,-138.39,0,0
9072,0.01,87.57,-135.70,0,0
9086,0.01,87.63,-133.74,0,0
9092,0.03,87.63,-133.07,0,0
9102,0.09,87.49,-132.76,0,0
9112,0.11,87.45,-126.09,0,0
9122,0.11,87.42,-126.59,0,0
9132,0.11,87.30,-120.67,0,0
9142,0.12,87.12,-115.04,0,0
9152,0.13,86.81,-109.51,0,0
9162,0.15,86.47,-104.37,0,0
9172,0.15,86.28,-99.69,0,0
9182,0.15,86.28,-94.64,0,0
9192,0.15,86.26,-95.65,0,0
9202,0.15,86.30,-96.41,0,0
9212,0.15,86.33,-98.06,0,0
9222,0.15,86.36,-92.50,0,0
9232,0.15,86.38,-94.17,0,0
9242,0.15,86.41,-95.76,0,0
9252,0.15,86.43,-97.30,0,0
9262,0.15,86.45,-98.91,0,0
9272,0.15,86.48,-100.47,0,0
9286,0.15,86.50,-101.93,0,0
9292,0.15,86.53,-103.20,0,0
9302,0.15,86.56,-104.49,0,0
9312,0.15,86.58,-98.85,0,0
9322,0.15,86.57,-93.61,0,0
9332,0.15,86.65,-88.71,0,0
9342,0.15,86.65,-89.69,0,0
9352,0.15,86.68,-91.22,0,0
9362,0.15,86.71,-92.20,0,0
9372,0.15,86.58,-91.77,0,0
9382,0.15,86.47,-91.43,0,0
9392,0.17,86.44,-91.19,0,0
9402,0.24,86.68,-91.66,0,0
9412,0.38,87.11,-86.95,0,0
9422,0.50,87.67,-81.38,0,0
9432,0.60,88.12,-82.86,0,0
9442,0.69,88.30,-84.25,0,0
9452,0.76,88.33,-85.49,0,0
9462,0.84,88.41,-85.73,0,0
9472,0.92,88.48,-84.78,0,0
9486,1.03,88.63,-84.94,0,0
9492,1.16,88.72,-86.20,0,0
9502,1.35,88.56,-87.93,0,0
9512,1.62,88.28,-89.44,0,0
9522,1.94,88.01,-90.64,0,0
9532,2.24,87.77,-91.33,0,0
9542,2.43,87.60,-91.66,0,0
9552,2.48,87.48,-91.58,0,0
9562,2.38,87.46,-91.43,0,0
9572,2.18,87.47,-91.80,0,0
9582,1.90,87.45,-92.47,0,0
9592,1.55,87.34,-92.01,0,0
9602,1.14,87.07,-90.89,0,0
9612,0.72,86.71,-89.50,0,0
9622,0.30,86.36,-87.87,0,0
9632,-0.14,86.08,-86.41,0,0
9642,-0.60,85.77,-84.91,0,0
9652,-1.07,85.43,-83.20,0,0
9662,-1.48,85.12,-81.29,0,0
9672,-1.82,84.83,-79.31,0,0
9686,-2.08,84.53,-77.18,0,0
9692,-2.25,84.07,-74.99,0,0
9702,-2.29,83.42,-72.81,0,0
9712,-2.19,82.88,-70.52,0,0
9722,-2.00,82.54,-68.23,0,0
9732,-1.79,82.44,-65.69,0,0
9742,-1.61,82.62,-62.98,0,0
9752,-1.48,83.04,-59.67,0,0
9762,-1.34,83.36,-55.13,0,0
9772,-1.08,83.40,-50.42,0,0
9782,-0.78,83.33,-47.05,0,0
9792,-0.56,83.21,-44.93,0,0
9802,-0.48,83.16,-42.99,0,0
9812,-0.52,83.25,-40.39,0,0
9822,-0.59,83.26,-35.53,0,0
9832,-0.63,83.06,-30.57,0,0
