# gyro bias rad/s: -0.07171,0.00946,-0.04665
# t_ms,yaw_deg,pitch_deg,roll_deg,range_mm,ok
152154,0.94,87.31,-159.79,78,0
152164,0.94,87.31,-159.80,78,0
152174,0.94,87.31,-159.83,78,0
152184,0.94,87.31,-159.83,78,0
152197,0.94,87.31,-159.85,78,0
152204,0.94,87.31,-159.79,78,0
152214,0.94,87.31,-159.76,78,0
152224,0.94,87.30,-159.76,78,0
152234,0.94,87.31,-159.73,78,0
152244,0.94,87.31,-159.69,78,0
152254,0.94,87.31,-159.61,78,0
152264,0.94,87.31,-159.58,78,0
152274,0.94,87.31,-159.57,78,0
152284,0.94,87.30,-159.57,78,0
152294,0.94,87.31,-159.56,78,0
152304,0.94,87.30,-159.62,78,0
152314,0.94,87.30,-159.57,78,0
152324,0.94,87.30,-159.55,78,0
152334,0.94,87.29,-159.51,78,0
152344,0.94,87.29,-159.47,78,0
152354,0.94,87.29,-159.44,78,0
152364,0.94,87.29,-159.50,78,0
152374,0.94,87.29,-159.53,78,0
152384,0.94,87.28,-159.59,78,0
152397,0.94,87.29,-159.65,78,0
152404,0.94,87.29,-159.62,78,0
152414,0.94,87.28,-159.63,78,0
152424,0.94,87.28,-159.60,78,0
152434,0.94,87.28,-159.60,78,0
152444,0.94,87.28,-159.57,78,0
152454,0.94,87.28,-159.56,78,0
152464,0.94,87.28,-159.58,78,0
152474,0.94,87.28,-159.61,78,0
152484,0.94,87.28,-159.56,78,0
152494,0.94,87.28,-159.60,78,0
152504,0.94,87.28,-159.59,78,0
152514,0.94,87.29,-159.51,78,0
152524,0.94,87.28,-159.52,78,0
152534,0.94,87.28,-159.53,78,0
152544,0.94,87.28,-159.51,78,0
152554,0.94,87.26,-159.71,78,0
152564,0.94,87.26,-159.61,78,0
152574,0.94,87.26,-159.63,78,0
152584,0.94,87.26,-159.61,78,0
152598,0.94,87.26,-159.58,78,0
152604,0.94,87.26,-159.58,78,0
152614,0.94,87.26,-159.58,78,0
152624,0.94,87.26,-159.62,78,0
152634,0.94,87.26,-159.67,78,0
152644,0.94,87.26,-159.70,78,0
152654,0.94,87.27,-159.79,78,0
152664,0.94,87.27,-159.81,78,0
152674,0.94,87.28,-159.78,78,0
152684,0.94,87.28,-159.84,78,0
152694,0.94,87.28,-159.79,78,0
152704,0.94,87.29,-159.81,78,0
152714,0.94,87.29,-159.80,78,0
152724,0.94,87.28,-159.82,78,0
152734,0.94,87.28,-159.87,78,0
152744,0.94,87.28,-159.90,78,0
152754,0.94,87.28,-159.95,78,0
152764,0.94,87.28,-159.99,78,0
152774,0.94,87.28,-160.02,78,0
152784,0.94,87.28,-160.03,78,0
152798,0.94,87.28,-160.00,78,0
152804,0.94,87.28,-159.98,78,0
152814,0.94,87.28,-160.01,78,0
152824,0.94,87.28,-160.05,78,0
152834,0.94,87.28,-160.07,78,0
152844,0.94,87.29,-160.06,78,0
152854,0.94,87.28,-160.09,78,0
152864,0.94,87.28,-160.11,78,0
152874,0.94,87.28,-160.12,78,0
152884,0.94,87.28,-160.14,78,0
152894,0.94,87.28,-160.12,78,0
152904,0.94,87.28,-160.10,78,0
152914,0.94,87.28,-160.13,78,0
152924,0.94,87.28,-160.12,78,0
152934,0.94,87.28,-160.04,78,0
152944,0.94,87.27,-160.04,78,0
152954,0.94,87.28,-160.03,78,0
152964,0.94,87.28,-160.05,78,0
152974,0.94,87.28,-160.02,78,0
152984,0.94,87.28,-159.88,78,0
152998,0.94,87.27,-159.93,78,0
153004,0.94,87.28,-159.90,78,0
153014,0.94,87.28,-159.87,78,0
153024,0.94,87.28,-159.83,78,0
153034,0.94,87.28,-159.87,78,0
153044,0.94,87.28,-159.89,78,0
153054,0.94,87.29,-159.84,78,0
153064,0.94,87.28,-159.89,78,0
153074,0.94,87.28,-159.87,78,0
153084,0.94,87.29,-159.91,78,0
153094,0.94,87.29,-159.92,78,0
153104,0.94,87.28,-159.97,78,0
153114,0.94,87.28,-159.95,78,0
153124,0.94,87.28,-159.94,78,0
153134,0.94,87.28,-159.97,78,0
153144,0.94,87.28,-160.03,78,0
153154,0.94,87.29,-160.00,78,0
153164,0.94,87.28,-160.06,78,0
153174,0.94,87.28,-160.06,78,0
153184,0.94,87.28,-159.98,78,0
153198,0.94,87.28,-159.93,78,0
153204,0.94,87.28,-159.91,78,0
153218,0.94,87.28,-159.91,78,0
153224,0.94,87.28,-159.90,78,0
153234,0.94,87.28,-159.88,78,0
153244,0.94,87.28,-159.85,78,0
153254,0.94,87.28,-159.84,78,0
153264,0.94,87.28,-159.88,78,0
153274,0.94,87.28,-159.88,78,0
153284,0.94,87.28,-159.87,78,0
153294,0.94,87.28,-159.84,78,0
153304,0.94,87.28,-159.87,78,0
153314,0.94,87.28,-159.83,78,0
153324,0.94,87.28,-159.81,78,0
153334,0.94,87.28,-159.83,78,0
153344,0.94,87.28,-159.87,78,0
153354,0.94,87.28,-159.82,78,0
153364,0.94,87.28,-159.83,78,0
153374,0.94,87.28,-159.81,78,0
153384,0.94,87.28,-159.81,78,0
153394,0.94,87.28,-159.75,78,0
153404,0.94,87.28,-159.84,78,0
153418,0.94,87.29,-159.80,78,0
153424,0.94,87.29,-159.72,78,0
153434,0.94,87.29,-159.77,78,0
153444,0.94,87.29,-159.74,78,0
153454,0.94,87.29,-159.78,78,0
153464,0.94,87.29,-159.82,78,0
153474,0.94,87.29,-159.84,78,0
153484,0.94,87.29,-159.81,78,0
153494,0.94,87.29,-159.74,78,0
153504,0.94,87.30,-159.73,78,0
153514,0.94,87.29,-159.78,78,0
153524,0.94,87.29,-159.74,78,0
153534,0.94,87.30,-159.75,78,0
153544,0.94,87.29,-159.78,78,0
153554,0.94,87.29,-159.76,78,0
153564,0.94,87.29,-159.74,78,0
153574,0.94,87.29,-159.75,78,0
153584,0.94,87.29,-159.72,78,0
153594,0.94,87.28,-159.74,78,0
153604,0.94,87.28,-159.72,78,0
153618,0.94,87.28,-159.76,78,0
153624,0.94,87.28,-159.79,78,0
153634,0.94,87.28,-159.86,78,0
153644,0.94,87.28,-159.87,78,0
153654,0.94,87.28,-159.90,78,0
153664,0.94,87.28,-159.87,78,0
153674,0.94,87.28,-159.84,78,0
153684,0.94,87.27,-159.88,78,0
153694,0.94,87.27,-159.89,78,0
153704,0.94,87.27,-159.85,78,0
153714,0.94,87.27,-159.83,78,0
153724,0.94,87.27,-159.86,78,0
153734,0.94,87.27,-159.87,78,0
153744,0.94,87.27,-159.86,78,0
153754,0.94,87.27,-159.84,78,0
153764,0.94,87.27,-159.89,78,0
153774,0.94,87.27,-159.87,78,0
153784,0.94,87.27,-159.89,78,0
153794,0.94,87.26,-159.87,78,0
153804,0.94,87.27,-159.86,78,0
153818,0.94,87.27,-159.89,78,0
153824,0.94,87.27,-159.90,78,0
153834,0.94,87.26,-159.92,78,0
153844,0.94,87.27,-159.92,78,0
153854,0.94,87.27,-159.96,78,0
153864,0.94,87.27,-159.93,78,0
153874,0.94,87.27,-159.91,78,0
153884,0.94,87.27,-159.91,78,0
153894,0.94,87.27,-159.88,78,0
153904,0.94,87.27,-159.87,78,0
153914,0.94,87.27,-159.92,78,0
153924,0.94,87.27,-159.98,78,0
153934,0.94,87.27,-160.02,78,0
153944,0.94,87.27,-160.00,78,0
153954,0.94,87.27,-159.97,78,0
153964,0.94,87.27,-160.00,78,0
153974,0.94,87.27,-160.01,78,0
153984,0.94,87.26,-160.00,78,0
153994,0.94,87.26,-160.05,78,0
154004,0.94,87.26,-160.05,78,0
154018,0.94,87.26,-160.02,78,0
154024,0.94,87.26,-159.96,78,0
154035,0.94,87.26,-160.02,78,0
154044,0.94,87.26,-159.99,78,0
154055,0.94,87.26,-160.02,78,0
154065,0.94,87.26,-159.99,78,0
154075,0.94,87.26,-159.95,78,0
154085,0.94,87.26,-159.91,78,0
154095,0.94,87.26,-159.93,78,0
154105,0.94,87.26,-159.91,78,0
154115,0.94,87.25,-159.89,78,0
154125,0.94,87.25,-159.83,78,0
154135,0.94,87.25,-159.80,78,0
154145,0.94,87.25,-159.89,78,0
154155,0.94,87.25,-159.90,78,0
154165,0.94,87.25,-159.82,78,0
154175,0.94,87.25,-159.85,78,0
154185,0.94,87.25,-159.83,78,0
154195,0.94,87.26,-159.82,78,0
154205,0.94,87.26,-159.83,78,0
154218,0.94,87.26,-159.75,78,0
154225,0.94,87.25,-159.78,78,0
154235,0.94,87.25,-159.75,78,0
154245,0.94,87.25,-159.69,78,0
154255,0.94,87.26,-159.68,78,0
154265,0.94,87.26,-159.64,78,0
154275,0.94,87.26,-159.64,78,0
154285,0.94,87.26,-159.69,78,0
154295,0.94,87.26,-159.69,78,0
154305,0.94,87.26,-159.69,78,0
154315,0.94,87.26,-159.65,78,0
154325,0.94,87.26,-159.63,78,0
154335,0.94,87.26,-159.62,78,0
154345,0.94,87.26,-159.61,78,0
154355,0.94,87.26,-159.58,78,0
154365,0.94,87.26,-159.64,78,0
154375,0.94,87.26,-159.66,78,0
154385,0.94,87.26,-159.65,78,0
154395,0.94,87.26,-159.65,78,0
154405,0.94,87.26,-159.64,78,0
154418,0.94,87.26,-159.65,78,0
154425,0.94,87.25,-159.63,78,0
154435,0.94,87.26,-159.59,78,0
154445,0.94,87.26,-159.55,78,0
154455,0.94,87.26,-159.60,78,0
154465,0.94,87.26,-159.57,78,0
154475,0.94,87.26,-159.53,78,0
154485,0.94,87.26,-159.55,78,0
154495,0.94,87.26,-159.61,78,0
154505,0.94,87.26,-159.58,78,0
154515,0.94,87.26,-159.61,78,0
154525,0.94,87.26,-159.60,78,0
154535,0.94,87.26,-159.69,78,0
154545,0.94,87.26,-159.69,78,0
154555,0.94,87.26,-159.75,78,0
154565,0.94,87.26,-159.72,78,0
154575,0.94,87.26,-159.66,78,0
154585,0.94,87.25,-159.70,78,0
154595,0.94,87.25,-159.64,78,0
154605,0.94,87.25,-159.60,78,0
154618,0.94,87.26,-159.64,78,0
154625,0.94,87.26,-159.75,78,0
154635,0.94,87.26,-159.78,78,0
154645,0.94,87.26,-159.77,78,0
154655,0.94,87.25,-159.76,78,0
154665,0.94,87.25,-159.75,78,0
154675,0.94,87.25,-159.76,78,0
154685,0.94,87.26,-159.66,78,0
154695,0.94,87.26,-159.68,78,0
154705,0.94,87.26,-159.69,78,0
154715,0.94,87.26,-159.65,78,0
154725,0.94,87.26,-159.64,78,0
154735,0.94,87.26,-159.60,78,0
154745,0.94,87.26,-159.58,78,0
154755,0.94,87.26,-159.59,78,0
154765,0.94,87.26,-159.63,78,0
154775,0.94,87.26,-159.62,78,0
154785,0.94,87.25,-159.59,78,0
154795,0.94,87.25,-159.59,78,0
154805,0.94,87.25,-159.53,78,0
154818,0.94,87.25,-159.55,102,1
154825,0.94,87.25,-159.60,102,1
154835,0.94,87.25,-159.57,102,1
154845,0.94,87.25,-159.50,102,1
154855,0.94,87.25,-159.53,102,1
154865,0.94,87.25,-159.58,102,1
154875,0.94,87.24,-159.61,102,1
154885,0.94,87.24,-159.66,102,1
154895,0.94,87.25,-159.71,102,1
154905,0.94,87.25,-159.69,102,1
154915,0.94,87.24,-159.74,102,1
154925,0.94,87.24,-159.74,102,1
154935,0.94,87.24,-159.73,102,1
154945,0.94,87.24,-159.72,102,1
154955,0.94,87.25,-159.74,102,1
154965,0.94,87.25,-159.80,102,1
154975,0.94,87.25,-159.78,102,1
154985,0.94,87.25,-159.79,102,1
154995,0.94,87.25,-159.81,102,1
155005,0.94,87.25,-159.77,102,1
155018,0.94,87.25,-159.74,93,1
155025,0.94,87.25,-159.68,93,1
155035,0.94,87.25,-159.72,93,1
155045,0.94,87.25,-159.74,93,1
155055,0.94,87.25,-159.70,93,1
155065,0.94,87.25,-159.70,93,1
155075,0.94,87.25,-159.74,93,1
155085,0.94,87.25,-159.79,93,1
155095,0.94,87.25,-159.79,93,1
155105,0.94,87.26,-159.84,93,1
155115,0.94,87.26,-159.86,93,1
155125,0.94,87.26,-159.89,93,1
155135,0.94,87.26,-159.89,93,1
155145,0.94,87.26,-159.85,93,1
155155,0.94,87.26,-159.86,93,1
155165,0.94,87.27,-159.88,93,1
155175,0.94,87.27,-159.91,93,1
155185,0.94,87.27,-159.92,93,1
155195,0.94,87.27,-159.93,93,1
155205,0.94,87.27,-159.89,93,1
155218,0.94,87.27,-159.93,74,1
155225,0.94,87.27,-159.92,74,1
155235,0.94,87.27,-159.95,74,1
155245,0.94,87.27,-159.93,74,1
155255,0.94,87.27,-159.91,74,1
155265,0.94,87.27,-159.92,74,1
155275,0.94,87.26,-159.93,74,1
155285,0.94,87.26,-159.93,74,1
155295,0.94,87.26,-159.89,74,1
155305,0.94,87.27,-159.82,74,1
155315,0.94,87.27,-159.83,74,1
155325,0.94,87.27,-159.77,74,1
155335,0.94,87.27,-159.74,74,1
155345,0.94,87.27,-159.72,74,1
155355,0.94,87.27,-159.72,74,1
155365,0.94,87.26,-159.79,74,1
155375,0.94,87.27,-159.78,74,1
155385,0.94,87.26,-159.78,74,1
155395,0.94,87.27,-159.83,74,1
155405,0.94,87.27,-159.86,74,1
155418,0.94,87.27,-159.83,74,1
155425,0.94,87.27,-159.80,74,1
155435,0.94,87.27,-159.77,74,1
155445,0.94,87.27,-159.78,74,1
155455,0.94,87.27,-159.71,74,1
155465,0.94,87.27,-159.73,74,1
155475,0.94,87.28,-159.70,74,1
155485,0.94,87.27,-159.69,74,1
155495,0.94,87.28,-159.77,74,1
155505,0.94,87.28,-159.74,74,1
155515,0.94,87.28,-159.68,74,1
155525,0.94,87.27,-159.69,74,1
155535,0.94,87.28,-159.65,74,1
155545,0.94,87.28,-159.59,74,1
155555,0.94,87.28,-159.61,74,1
155565,0.94,87.28,-159.68,74,1
155575,0.94,87.28,-159.64,74,1
155585,0.94,87.28,-159.63,74,1
155595,0.94,87.28,-159.62,74,1
155605,0.94,87.28,-159.60,74,1
155618,0.94,87.28,-159.64,74,1
155625,0.94,87.28,-159.64,74,1
155635,0.94,87.28,-159.66,74,1
155645,0.94,87.28,-159.58,74,1
155655,0.94,87.28,-159.54,74,1
155665,0.94,87.28,-159.50,74,1
155675,0.94,87.28,-159.47,74,1
155685,0.94,87.28,-159.49,74,1
155695,0.94,87.28,-159.55,74,1
155705,0.94,87.28,-159.61,74,1
155715,0.94,87.29,-159.66,74,1
155725,0.94,87.29,-159.62,74,1
155735,0.94,87.29,-159.59,74,1
155745,0.94,87.29,-159.62,74,1
155755,0.94,87.29,-159.63,74,1
155765,0.94,87.29,-159.65,74,1
155775,0.94,87.28,-159.61,74,1
155785,0.94,87.28,-159.61,74,1
155795,0.94,87.28,-159.64,74,1
155805,0.94,87.28,-159.71,74,1
155818,0.94,87.28,-159.67,73,1
155825,0.94,87.28,-159.64,73,1
155835,0.94,87.29,-159.67,73,1
155845,0.94,87.29,-159.74,73,1
155855,0.94,87.28,-159.76,73,1
155865,0.94,87.28,-159.74,73,1
155875,0.94,87.28,-159.72,73,1
155885,0.94,87.29,-159.72,73,1
155895,0.94,87.28,-159.74,73,1
155905,0.94,87.28,-159.78,73,1
155915,0.94,87.28,-159.75,73,1
155925,0.94,87.28,-159.76,73,1
155935,0.94,87.28,-159.72,73,1
155945,0.94,87.28,-159.76,73,1
155955,0.94,87.28,-159.82,73,1
155965,0.94,87.28,-159.86,73,1
155975,0.94,87.28,-159.84,73,1
155985,0.94,87.29,-159.87,73,1
155995,0.94,87.29,-159.82,73,1
156005,0.94,87.30,-159.82,73,1
156018,0.94,87.30,-159.80,74,1
156025,0.94,87.30,-159.78,74,1
156035,0.94,87.30,-159.69,74,1
156045,0.94,87.30,-159.74,74,1
156055,0.94,87.30,-159.76,74,1
156065,0.94,87.30,-159.69,74,1
156075,0.94,87.30,-159.74,74,1
156085,0.94,87.30,-159.71,74,1
156095,0.94,87.30,-159.67,74,1
156105,0.94,87.30,-159.63,74,1
156115,0.94,87.30,-159.63,74,1
156125,0.94,87.30,-159.62,74,1
156135,0.94,87.30,-159.69,74,1
156145,0.94,87.30,-159.67,74,1
156155,0.94,87.30,-159.73,74,1
156165,0.94,87.30,-159.76,74,1
156175,0.94,87.30,-159.74,74,1
156185,0.94,87.30,-159.74,74,1
156195,0.94,87.30,-159.71,74,1
156205,0.94,87.30,-159.76,74,1
156218,0.94,87.30,-159.80,76,1
156225,0.94,87.30,-159.80,76,1
156235,0.94,87.30,-159.87,76,1
156245,0.94,87.30,-159.87,76,1
156255,0.94,87.30,-159.95,76,1
156265,0.94,87.30,-159.98,76,1
156275,0.94,87.30,-159.92,76,1
156285,0.94,87.30,-159.89,76,1
156295,0.94,87.29,-159.93,76,1
156305,0.94,87.29,-159.98,76,1
156315,0.94,87.29,-160.11,76,1
156325,0.94,87.28,-160.21,76,1
156335,0.94,87.29,-160.18,76,1
156345,0.94,87.29,-160.13,76,1
156355,0.94,87.29,-160.11,76,1
156365,0.94,87.29,-160.13,76,1
156375,0.94,87.29,-160.15,76,1
156385,0.94,87.30,-160.12,76,1
156395,0.94,87.30,-160.11,76,1
156405,0.94,87.29,-160.13,76,1
156418,0.94,87.29,-160.13,76,1
156425,0.94,87.29,-160.10,76,1
156435,0.94,87.29,-160.14,76,1
156445,0.94,87.29,-160.12,76,1
156455,0.94,87.29,-160.12,76,1
156465,0.94,87.29,-160.12,76,1
156475,0.94,87.29,-160.13,76,1
156485,0.94,87.29,-160.18,76,1
156495,0.94,87.28,-160.22,76,1
156505,0.94,87.29,-160.27,76,1
156515,0.94,87.29,-160.17,76,1
156525,0.94,87.29,-160.16,76,1
156535,0.94,87.29,-160.14,76,1
156545,0.94,87.29,-160.15,76,1
156555,0.94,87.30,-160.10,76,1
156565,0.94,87.30,-160.11,76,1
156575,0.94,87.30,-160.06,76,1
156585,0.94,87.30,-160.01,76,1
156595,0.94,87.30,-159.94,76,1
156605,0.94,87.30,-159.96,76,1
156618,0.94,87.30,-159.96,74,1
156625,0.94,87.30,-159.95,74,1
156635,0.94,87.30,-159.96,74,1
156645,0.94,87.30,-159.93,74,1
156655,0.94,87.30,-159.88,74,1
156665,0.94,87.30,-159.88,74,1
156675,0.94,87.30,-159.94,74,1
156685,0.94,87.29,-160.03,74,1
156695,0.94,87.29,-160.03,74,1
156705,0.94,87.30,-160.00,74,1
156715,0.94,87.30,-160.03,74,1
156725,0.94,87.30,-159.94,74,1
156735,0.94,87.30,-159.94,74,1
156745,0.94,87.30,-159.89,74,1
156755,0.94,87.30,-159.89,74,1
156765,0.94,87.30,-159.92,74,1
156775,0.94,87.29,-160.06,74,1
156785,0.94,87.30,-160.03,74,1
156795,0.94,87.30,-159.95,74,1
156805,0.94,87.29,-159.97,74,1
156819,0.94,87.30,-159.99,78,1
156825,0.94,87.30,-159.95,78,1
156835,0.94,87.30,-159.95,78,1
156845,0.94,87.30,-159.92,78,1
156855,0.94,87.30,-159.91,78,1
156865,0.94,87.30,-159.95,78,1
156875,0.94,87.30,-159.92,78,1
156885,0.94,87.30,-159.94,78,1
156895,0.94,87.30,-159.93,78,1
156905,0.94,87.30,-159.94,78,1
156915,0.94,87.30,-159.84,78,1
156925,0.94,87.30,-159.82,78,1
156935,0.94,87.30,-159.82,78,1
156945,0.94,87.30,-159.87,78,1
156955,0.94,87.30,-159.88,78,1
156965,0.94,87.30,-159.81,78,1
156975,0.94,87.30,-159.86,78,1
156985,0.94,87.30,-159.84,78,1
156995,0.94,87.29,-159.84,78,1
157005,0.94,87.29,-159.84,78,1
157019,0.94,87.29,-159.82,108,1
157025,0.94,87.30,-159.85,108,1
157035,0.94,87.29,-159.91,108,1
157045,0.94,87.29,-159.90,108,1
157055,0.94,87.29,-159.88,108,1
157065,0.94,87.29,-159.87,108,1
157075,0.94,87.29,-159.89,108,1
157085,0.94,87.29,-159.95,108,1
157095,0.94,87.30,-159.93,108,1
157105,0.94,87.30,-159.87,108,1
157115,0.94,87.30,-159.85,108,1
157125,0.94,87.29,-159.89,108,1
157135,0.94,87.29,-159.90,108,1
157145,0.94,87.29,-159.84,108,1
157155,0.94,87.29,-159.91,108,1
157165,0.94,87.30,-159.90,108,1
157175,0.94,87.30,-159.94,108,1
157185,0.94,87.30,-160.02,108,1
157195,0.94,87.29,-160.02,108,1
157205,0.94,87.29,-160.03,108,1
157219,0.94,87.29,-160.00,119,1
157225,0.94,87.29,-160.03,119,1
157235,0.94,87.29,-159.98,119,1
157245,0.94,87.29,-159.94,119,1
157255,0.94,87.29,-159.94,119,1
157265,0.94,87.29,-159.90,119,1
157275,0.94,87.29,-159.86,119,1
157285,0.94,87.30,-159.87,119,1
157295,0.94,87.30,-159.89,119,1
157305,0.94,87.30,-159.88,119,1
157315,0.94,87.30,-159.91,119,1
157325,0.94,87.30,-159.89,119,1
157335,0.94,87.30,-159.89,119,1
157345,0.94,87.29,-159.93,119,1
157355,0.94,87.29,-159.88,119,1
157365,0.94,87.29,-159.87,119,1
157375,0.94,87.29,-159.83,119,1
157385,0.94,87.29,-159.87,119,1
157395,0.94,87.30,-159.89,119,1
157405,0.94,87.29,-159.85,119,1
157419,0.94,87.29,-159.88,119,0
157425,0.94,87.29,-159.88,119,0
157435,0.94,87.29,-159.89,119,0
157445,0.94,87.28,-159.90,119,0
157455,0.94,87.28,-159.92,119,0
157465,0.94,87.28,-159.96,119,0
157475,0.94,87.28,-159.94,119,0
157485,0.94,87.28,-159.94,119,0
157495,0.94,87.28,-159.95,119,0
157505,0.94,87.28,-159.96,119,0
157515,0.94,87.28,-160.00,119,0
157525,0.94,87.28,-160.01,119,0
157535,0.94,87.28,-160.02,119,0
157545,0.94,87.28,-160.03,119,0
157555,0.94,87.28,-160.00,119,0
157565,0.94,87.28,-159.99,119,0
157575,0.94,87.28,-160.02,119,0
157585,0.94,87.28,-159.99,119,0
157595,0.94,87.29,-159.97,119,0
157605,0.94,87.29,-160.00,119,0
157619,0.94,87.29,-160.07,119,0
157625,0.94,87.29,-160.10,119,0
157635,0.94,87.28,-160.10,119,0
157645,0.94,87.28,-160.10,119,0
157655,0.94,87.29,-160.13,119,0
157665,0.94,87.29,-160.13,119,0
157675,0.94,87.29,-160.13,119,0
157685,0.94,87.29,-160.14,119,0
157695,0.94,87.28,-160.17,119,0
157705,0.94,87.28,-160.13,119,0
157715,0.94,87.28,-160.07,119,0
157725,0.94,87.28,-160.04,119,0
157735,0.94,87.28,-160.05,119,0
157745,0.94,87.28,-160.09,119,0
157755,0.94,87.28,-160.08,119,0
157765,0.94,87.28,-160.08,119,0
157775,0.94,87.28,-160.06,119,0
157785,0.94,87.28,-160.04,119,0
157795,0.94,87.28,-159.95,119,0
157805,0.94,87.29,-159.97,119,0
157819,0.94,87.29,-159.93,119,0
157825,0.94,87.29,-159.99,119,0
157835,0.94,87.29,-160.02,119,0
157845,0.94,87.29,-159.97,119,0
157855,0.94,87.30,-159.88,119,0
157865,0.94,87.29,-160.03,119,0
157875,0.94,87.29,-160.22,119,0
157885,0.94,87.29,-160.38,119,0
157895,0.94,87.29,-160.22,119,0
157905,0.94,87.29,-160.34,119,0
157915,0.94,87.28,-160.29,119,0
157925,0.94,87.28,-160.19,119,0
157935,0.94,87.28,-160.27,119,0
157945,0.94,87.28,-160.11,119,0
157955,0.94,87.29,-160.05,119,0
157965,0.94,87.30,-160.01,119,0
157975,0.94,87.30,-159.97,119,0
157985,0.94,87.30,-159.92,119,0
157995,0.94,87.30,-159.99,119,0
158005,0.94,87.30,-159.96,119,0
158019,0.94,87.30,-160.00,119,0
158025,0.94,87.30,-159.95,119,0
158035,0.94,87.30,-159.93,119,0
158045,0.94,87.30,-159.96,119,0
158055,0.94,87.30,-159.97,119,0
158065,0.94,87.30,-160.00,119,0
158075,0.94,87.30,-159.96,119,0
158085,0.94,87.30,-159.90,119,0
158095,0.94,87.30,-159.97,119,0
158105,0.94,87.30,-159.92,119,0
158115,0.94,87.30,-159.89,119,0
158125,0.94,87.31,-159.92,119,0
158135,0.94,87.31,-159.91,119,0
158145,0.94,87.31,-159.91,119,0
158155,0.94,87.32,-159.91,119,0
158165,0.94,87.31,-159.92,119,0
158175,0.94,87.31,-159.90,119,0
158185,0.94,87.32,-159.87,119,0
158195,0.94,87.32,-159.90,119,0
158205,0.94,87.32,-159.88,119,0
158219,0.94,87.32,-159.84,119,0
158225,0.94,87.31,-159.82,119,0
158235,0.94,87.31,-159.88,119,0
158245,0.94,87.32,-159.89,119,0
158255,0.94,87.31,-159.86,119,0
158265,0.94,87.31,-159.97,119,0
158275,0.94,87.31,-159.92,119,0
158285,0.94,87.31,-159.93,119,0
158295,0.94,87.30,-159.96,119,0
158305,0.94,87.30,-160.00,119,0
158315,0.94,87.30,-159.99,119,0
158325,0.94,87.30,-159.94,119,0
158335,0.94,87.31,-159.95,119,0
158345,0.94,87.31,-159.96,119,0
158355,0.94,87.31,-159.99,119,0
158365,0.94,87.30,-159.98,119,0
158375,0.94,87.30,-159.89,119,0
158385,0.94,87.30,-159.83,119,0
158395,0.94,87.30,-159.86,119,0
158405,0.94,87.31,-159.93,119,0
158419,0.94,87.31,-159.91,119,0
158425,0.94,87.31,-160.02,119,0
158435,0.94,87.31,-160.01,119,0
158445,0.94,87.31,-160.02,119,0
158455,0.94,87.31,-159.95,119,0
158465,0.94,87.31,-159.95,119,0
158475,0.94,87.31,-159.95,119,0
158485,0.94,87.31,-159.93,119,0
158495,0.94,87.31,-159.87,119,0
158505,0.94,87.31,-159.79,119,0
158515,0.94,87.31,-159.81,119,0
158525,0.94,87.31,-159.76,119,0
158535,0.94,87.32,-159.73,119,0
158545,0.94,87.31,-159.75,119,0
158556,0.94,87.31,-159.82,119,0
158566,0.94,87.31,-159.81,119,0
158576,0.94,87.31,-159.75,119,0
158586,0.94,87.31,-159.79,119,0
158596,0.94,87.31,-159.79,119,0
158606,0.94,87.31,-159.79,119,0
158619,0.94,87.31,-159.87,119,0
158626,0.94,87.31,-159.88,119,0
158636,0.94,87.31,-159.86,119,0
158646,0.94,87.30,-159.86,119,0
158656,0.94,87.30,-159.85,119,0
158666,0.94,87.30,-159.84,119,0
158676,0.94,87.29,-159.89,119,0
158686,0.94,87.29,-160.03,119,0
158696,0.94,87.29,-160.06,119,0
158706,0.94,87.28,-160.04,119,0
158716,0.94,87.28,-160.05,119,0
158726,0.94,87.28,-160.04,119,0
158736,0.94,87.28,-159.97,119,0
158746,0.94,87.28,-159.90,119,0
158756,0.94,87.28,-159.84,119,0
158766,0.94,87.28,-159.82,119,0
158776,0.94,87.28,-159.83,119,0
158786,0.94,87.28,-159.85,119,0
158796,0.94,87.28,-159.88,119,0
158806,0.94,87.28,-159.85,119,0
158819,0.94,87.28,-159.95,119,0
158826,0.94,87.29,-159.87,119,0
158836,0.94,87.29,-159.80,119,0
158846,0.94,87.29,-159.78,119,0
158856,0.94,87.29,-159.80,119,0
158866,0.94,87.29,-159.77,119,0
158876,0.94,87.29,-159.72,119,0
158886,0.94,87.29,-159.75,119,0
158896,0.94,87.30,-159.79,119,0
158906,0.94,87.30,-159.81,119,0
158916,0.94,87.30,-159.75,119,0
158926,0.94,87.30,-159.73,119,0
158936,0.94,87.30,-159.64,119,0
158946,0.94,87.30,-159.62,119,0
158956,0.94,87.30,-159.67,119,0
158966,0.94,87.30,-159.69,119,0
158976,0.94,87.30,-159.63,119,0
158986,0.94,87.31,-159.62,119,0
158996,0.94,87.31,-159.63,119,0
159006,0.94,87.31,-159.62,119,0
159019,0.94,87.31,-159.57,119,0
159026,0.94,87.31,-159.56,119,0
159036,0.94,87.31,-159.58,119,0
159046,0.94,87.31,-159.65,119,0
159056,0.94,87.31,-159.66,119,0
159066,0.94,87.31,-159.70,119,0
159076,0.94,87.31,-159.68,119,0
159086,0.94,87.31,-159.62,119,0
159096,0.94,87.31,-159.64,119,0
159106,0.94,87.31,-159.62,119,0
